username, created_at, lng, lat, text
scriptedxlou, Fri Feb 05 20:14:53 +0000 2021, -122.330602, 47.614817, NIL-inspired nails😍😍 https://t.co/WCuLmSOCKZ 
the_fantasyguys, Fri Feb 05 20:14:54 +0000 2021, -120.539923, 46.993279, The rich get richer. 
alldaymaxgray, Fri Feb 05 20:15:06 +0000 2021, -121.966550, 48.083168, @wandavision @disneyplus It better be good 😤😤 
LindseyTreffry, Fri Feb 05 20:15:08 +0000 2021, -117.434547, 47.667438, @Megan_L_Rowe But the generic brand (duh), so “Cold and Hot.” Very creative. 
WomenOfATT_EG, Fri Feb 05 20:15:24 +0000 2021, -122.192819, 47.813016, @ShellyJ950408 Every small bit helps! ❤️💜❤️ 
tmj_SEA_secure, Fri Feb 05 20:15:30 +0000 2021, -122.332071, 47.606209, If you're looking for work in #Seattle, WA, check out this job: https://t.co/wt32tlevDM #security 
976_LEO, Fri Feb 05 20:15:36 +0000 2021, -122.330602, 47.614817, @rocketsk8sss You got this 
Lesley1031, Fri Feb 05 20:15:40 +0000 2021, -123.358379, 48.426730, @LeafsMaz20 i laughed...Even TMZ is getting on board the Wayne train.#LeafsForever https://t.co/T5qW1FdfFV 
TJMadd509, Fri Feb 05 20:15:42 +0000 2021, -120.607753, 46.599805, @CheriJacobus Texas, along with the other border states, would make a great "wall" against immigration for the rest… https://t.co/TD7BYWIhfo 
DestineySwangel, Fri Feb 05 20:15:43 +0000 2021, -120.583402, 44.145437, Eden just fell asleep nursing &amp; when I pulled my boob out of her mouth she tried sucking on my stomach instead😂 
TotalTrafficSEA, Fri Feb 05 20:15:43 +0000 2021, -122.332500, 47.607280, Accident, right lane blocked in #DowntownSeattle on 5th Ave SB at Spg St #traffic https://t.co/12UyGMOG9h 
JobsAtInsight, Fri Feb 05 20:15:49 +0000 2021, -117.112424, 47.674343, Want to work in #LibertyLake, WA? View our latest opening: https://t.co/VA3vQXIO7a 
yakimajack50, Fri Feb 05 20:15:49 +0000 2021, -120.529760, 46.594223, He is one of the leaders of the new GQP party. These people have taken. Every right wing nut into their homes. They… https://t.co/UeGO2Jkgtw 
DstnyRichardsTV, Fri Feb 05 20:15:59 +0000 2021, -117.434547, 47.667438, Why ❄️🥶 (I know why but will ask every time) https://t.co/OfXPTQwrR3 
bluetwenty2, Fri Feb 05 20:16:00 +0000 2021, -114.143262, 45.494552, I’m “waving my arms around in circles is exercise” years old. #NBAAllStar #DonovanMitchell #RudyGobert #JordanClarkson #MikeConley 
jaymarkjon, Fri Feb 05 20:16:02 +0000 2021, -122.330602, 47.614817, @melissareiko not even the sanrio ones? 
kgcotterill, Fri Feb 05 20:16:02 +0000 2021, -122.284264, 47.176459, Felt this on many levels 😴 Thankful for a partner who shares the load. But still... so tired. https://t.co/Mmq1nNltQC 
Es0t3ric, Fri Feb 05 20:16:09 +0000 2021, -123.358379, 48.426730, @bawaqar @druglard Hahhaa 
toto1229, Fri Feb 05 20:16:12 +0000 2021, -122.544736, 47.215098, @davidmweissman Moving forward is a good direction to go. 
WadeWebber4, Fri Feb 05 20:16:19 +0000 2021, -122.334461, 47.307568, @hattrup_peter @MLSGabor Must have been giving the hair a chance to recover from excessive dye phases. 
MorgBGreat, Fri Feb 05 20:16:21 +0000 2021, -122.330602, 47.614817, @ejdickson This is the most miserable thread I’ve seen in a while https://t.co/XCIoy0QqZ3 
DeronAntonio, Fri Feb 05 20:16:21 +0000 2021, -122.330602, 47.614817, Black teachers are needed like no other . I just had a very real ass conversion with a black parent about their bla… https://t.co/PtMDsLbn7p 
ICC_99, Fri Feb 05 20:16:24 +0000 2021, -122.330602, 47.614817, @fazekas_tony I was but I’m off the clock now and I’m in bed lol 
DestineySwangel, Fri Feb 05 20:16:29 +0000 2021, -120.583402, 44.145437, 1/2 the time Eden nurses I swear it’s just for comfort....but she refuses to take a binky.🙃🥴🥲☠️ 
film_gem_digger, Fri Feb 05 20:16:30 +0000 2021, -122.330602, 47.614817, @TheAcademy pay attention this is exactly what @AmmoniteMovie deserves!!! Make sure to nominate Francis Lee as dire… https://t.co/3CftukwZG7 
toto1229, Fri Feb 05 20:16:37 +0000 2021, -122.544736, 47.215098, @AmyAThatcher 👍🏻👍🏻 
AggieLarry, Fri Feb 05 20:16:40 +0000 2021, -120.583402, 44.145437, @ReverendWarnock Leave me alone.Don’t take my hard earned money.Is that so hard? 
LindseyTreffry, Fri Feb 05 20:16:40 +0000 2021, -117.434547, 47.667438, @Megan_L_Rowe He’s gets it. 
freedomflyer200, Fri Feb 05 20:16:45 +0000 2021, -114.143262, 45.494552, Put them all in jail for calling for violence against American people 
Mksullz, Fri Feb 05 20:16:48 +0000 2021, -114.143262, 45.494552, @AricaBushey Sounds similar to my life 
karinasux, Fri Feb 05 20:16:49 +0000 2021, -122.455344, 47.242960, My big fuckin three 
thislilgecko, Fri Feb 05 20:16:51 +0000 2021, -122.330602, 47.614817, Not to belittle its damage nor impact of course.  Just saying considering how deadly and impactful COVID-19 has bee… https://t.co/vKoCli3loW 
LindseyTreffry, Fri Feb 05 20:16:51 +0000 2021, -117.434547, 47.667438, @Megan_L_Rowe He gets it. 
hatrik10, Fri Feb 05 20:16:59 +0000 2021, -122.437379, 47.305305, @exSlacker @THEChrisKessell Oh they are familiar with history, all right.  Just hoping voters aren’t 
DannyLA77, Fri Feb 05 20:17:10 +0000 2021, -117.154269, 46.730822, Me duele verte y saber que eres de alguien mas. ☔️ 
labubbakeith, Fri Feb 05 20:17:17 +0000 2021, -122.149768, 47.597856, Wtf 
tha_real_cp, Fri Feb 05 20:17:18 +0000 2021, -122.330602, 47.614817, https://t.co/92AmuwSp22 
tmj_IDH_jobs, Fri Feb 05 20:17:39 +0000 2021, -116.646244, 43.668645, We're hiring in Caldwell, ID! Click the link in our bio to apply to this job and more: Medical Lab Scientist ASCP a… https://t.co/EJjXiPzq0Z 
smallville8013, Fri Feb 05 20:17:46 +0000 2021, -122.074875, 47.743503, @jackvelbar @RealBoneThugs “...and I’m gonna miss EV-rybody...” 
savluvX, Fri Feb 05 20:17:50 +0000 2021, -120.583402, 44.145437, 😂 
JacsonBevens, Fri Feb 05 20:17:51 +0000 2021, -122.430277, 48.753353, @smokeuhhontas @ComeKillVee How I learned about Aspen https://t.co/J31nm0d5Oy 
Steve_MSFT, Fri Feb 05 20:17:54 +0000 2021, -122.035069, 47.608120, @Garyw_ @PowerShell_Team This is a result of 7.0.x being published after 7.1.x servicing release.  We’re fixing the… https://t.co/TdVTz0qyXr 
CjgbVictoria, Fri Feb 05 20:17:54 +0000 2021, -123.358379, 48.426730, @colingorrie Is that a rhotic, or is it a substitution, like [w] for [ɹ] in some children's speech? (Teaching my yo… https://t.co/FghjncVrvh 
navhazard88, Fri Feb 05 20:17:54 +0000 2021, -122.655794, 47.493944, @nyy_cate @0fficialStacey Wait we are already giving up for the next 4 years? 😢🤣 https://t.co/5jicexGJp1 
ahmed_7ussein93, Fri Feb 05 20:18:03 +0000 2021, -122.330602, 47.614817, 157 = 10 + 19 + 23 + 26 + 12 + 20 + 20 + 19 + 8 
Jrfreeman01, Fri Feb 05 20:18:06 +0000 2021, -122.330602, 47.614817, @TylerColvard What % chance do you think there is any affiliation ? More than 0? 
BryannSpokane, Fri Feb 05 20:18:11 +0000 2021, -117.434547, 47.667438, @CashApp $BryannSpokane 
labubbakeith, Fri Feb 05 20:18:16 +0000 2021, -122.149768, 47.597856, Shit was dook nasty https://t.co/SJbgkCd1lj 
tmj_sea_jobs, Fri Feb 05 20:18:19 +0000 2021, -122.117062, 47.358908, We're hiring in #Covington, WA! Click the link in our bio to apply to this job and more: barista - Store# 03387, CO… https://t.co/5uerIpVq4I 
tmj_sea_labor, Fri Feb 05 20:18:30 +0000 2021, -122.249686, 47.758358, Can you recommend anyone for this #Labor job in #Kenmore, WA? Click the link in our bio to see it and more. Stockers at Dollar Tree 
terileemcclain, Fri Feb 05 20:18:36 +0000 2021, -122.280014, 47.469552, So my coworker forked over the Starbucks card because she bet me who would be inaugurated: Trump or Biden.  Anywa… https://t.co/BU73Hft2Dd 
JesseWestJames1, Fri Feb 05 20:18:40 +0000 2021, -123.521381, 48.455970, WSB CANADA CHAIRMAN FEED DAVID VS GOLIATHhttps://t.co/1LrTCbZl9p https://t.co/lS4mBKXTx9 https://t.co/xRlNBsq8qV 
toto1229, Fri Feb 05 20:18:40 +0000 2021, -122.544736, 47.215098, @waltshaub Country is always more important than party. 
cambabaroonie, Fri Feb 05 20:18:43 +0000 2021, -117.434547, 47.667438, @shannonrwatts WEIRD. Who woulda thunk? 💁‍♂️ 
scottshumake, Fri Feb 05 20:18:44 +0000 2021, -117.425000, 47.658900, Just posted a video @ Spokane, Washington https://t.co/DgCTXoa5CE 
AshHeddy, Fri Feb 05 20:18:53 +0000 2021, -122.765409, 47.039416, I hate everyone that kept talking about @90DayFiance cause here we are. Watching this shitshow 
bpj6, Fri Feb 05 20:18:56 +0000 2021, -122.241205, 47.627076, People are so creative. Loving RUN DOT and Notorious DOT. 
AnnaOmmen, Fri Feb 05 20:18:59 +0000 2021, -122.506779, 47.157103, Done ✔ On The 8th we trend dear toby emmerich happy#ZackSnydersJusticeLeague#SnyderCut Day ☕ 
alicekasy, Fri Feb 05 20:18:59 +0000 2021, -122.166004, 47.180856, Being an adult is so funny sometimes. I bought new windshield wipers yesterday and I’m upset it hasn’t rained yet so I could see them 😂 
devankhoma, Fri Feb 05 20:19:00 +0000 2021, -117.434547, 47.667438, Props to @AgentRachelLuba though, first 2 years $85 million with opt outs... impressive 
MrBurks206, Fri Feb 05 20:19:00 +0000 2021, -122.343179, 47.755871, This damn work day can’t end soon enough. This week done beat my ass. 
CaseyLynn_97, Fri Feb 05 20:19:01 +0000 2021, -122.669236, 47.561802, Please God give me the shipyard job I cannot take my heartless narcissistic boss any more I HATE HIM 
jaybakker, Fri Feb 05 20:19:06 +0000 2021, -122.300129, 47.827984, @HWmusictweets 🤣 I almost put if you agree don’t talk to me! 
karinasux, Fri Feb 05 20:19:08 +0000 2021, -122.455344, 47.242960, @goobfriend @SouluxeH We have the same placements :-) 
klkuzminski, Fri Feb 05 20:19:17 +0000 2021, -122.551856, 47.111487, A big day in the Kuzminski home: congrats to the Army’s newest LTC @FrankKuzminski. Promotion ceremonies in the era… https://t.co/l00XlswriP 
Lesley1031, Fri Feb 05 20:19:24 +0000 2021, -123.358379, 48.426730, @LeafsAllDayy @ChatterCharts I love these... 
Herronisland, Fri Feb 05 20:19:27 +0000 2021, -120.882482, 47.273022, @Hellcat20201 Thanks!  Now that I know how to turn on my oven , I may try that, lol.  But I would prefer to use a f… https://t.co/2QevA4XPvv 
Tamjoestarrrr, Fri Feb 05 20:19:29 +0000 2021, -123.702260, 48.780058, Bingo players on my fb page losing their minds with their bank service fees with the e transfers. Lol 
weatherchaser5, Fri Feb 05 20:19:29 +0000 2021, -122.357773, 47.818623, @AdamGloss GC. We are doing a huge kitchen remodel, knocking down some walls etc. we really liked this GC but after… https://t.co/5XIm0tnjtV 
Hudsonaa, Fri Feb 05 20:19:29 +0000 2021, -117.234439, 47.662577, @almightygod Gulliver’s Travels 
scottyding, Fri Feb 05 20:20:04 +0000 2021, -122.274055, 47.905972, @BroBible Lil Chicken Teriyaki &amp; Gyoza. We’re the newest power duo. Tearin up the rap game. 
BoldInterrobang, Fri Feb 05 20:20:06 +0000 2021, -122.330602, 47.614817, 💯 Garman was elevated to run Sales and Marketing not long before Wilke announced he would be leaving. He was also a… https://t.co/XQyFfGE3As 
MarcPong, Fri Feb 05 20:20:11 +0000 2021, -122.330602, 47.614817, @KnicksMemes @Ken_Rosenthal https://t.co/RKRWimITkH 
scottshumake, Fri Feb 05 20:20:17 +0000 2021, -117.425000, 47.658900, Just posted a video @ Spokane, Washington https://t.co/RQEeP6cXrR 
badandytweets, Fri Feb 05 20:20:17 +0000 2021, -122.330602, 47.614817, @blizzb3ar Yessssss!!! So deserved! 
Tha_hyst, Fri Feb 05 20:20:23 +0000 2021, -122.199000, 47.617200, #NEWBEAT 🔥📢Dropping this one the moment I turn the computer on!! And of course still dropping #beats on the… https://t.co/kev8ROM9xc 
Coachvolleyball, Fri Feb 05 20:20:24 +0000 2021, -122.426906, 47.089585, @luckyjen1128 I think she's exclusive too or that's that the box says 
Tamjoestarrrr, Fri Feb 05 20:20:26 +0000 2021, -123.702260, 48.780058, Just befriend a bank teller. Get that free bank account. Save dat monie. 
Herronisland, Fri Feb 05 20:20:34 +0000 2021, -120.882482, 47.273022, @oldivory Thanks!  My phone 📱 says it’s 48 outside. 
greggmaykish, Fri Feb 05 20:20:38 +0000 2021, -122.330602, 47.614817, Big day today for me... started with 🏊🏻‍♂️ and now some reward and hitting it with full intention and success minds… https://t.co/rBDwv8DGN0 
rahunt34, Fri Feb 05 20:20:39 +0000 2021, -114.143262, 45.494552, Damn.. 
toto1229, Fri Feb 05 20:20:41 +0000 2021, -122.544736, 47.215098, @DearAuntCrabby Amen Aunt Crabby. I think she is possessed and needs a exorcism...that’s if the voices allow her to. 
Sallybeeegood, Fri Feb 05 20:20:43 +0000 2021, -120.446272, 46.597350, @svershbow I am feeling the same way.  I want to go out for a happy hour with a bunch of friends!! 😊 
ghalling, Fri Feb 05 20:20:45 +0000 2021, -120.607753, 46.599805, Elsa and Zelda — sisters. https://t.co/VaPjZlxI5J 
connorreda, Fri Feb 05 20:20:46 +0000 2021, -122.307427, 47.792534, https://t.co/I4E7Vuk14q 
wsdot_tacoma, Fri Feb 05 20:20:46 +0000 2021, -122.430371, 47.233702, Disabled vehicle on I-5 SB at MP 133.86 near I-705/SR 7 Extension Interchange beginning at 12:17 pm on Feb. 5, 2021… https://t.co/ppRRf9LlwM 
theanthonymic, Fri Feb 05 20:20:48 +0000 2021, -117.154269, 46.730822, That dog though. 🤭😳 
horseround, Fri Feb 05 20:20:49 +0000 2021, -122.022716, 47.138167, Such a lovely colorway...Almost done with this hooded cape. Hooray!...#commissions #hoodedcape #marbleyarn… https://t.co/HcHVi0W3xy 
justbecause5757, Fri Feb 05 20:20:53 +0000 2021, -122.766342, 48.937986, @deanda_min3 Love them 
MJsPhotography2, Fri Feb 05 20:20:58 +0000 2021, -120.583402, 44.145437, #fineartboudoir#boudoirphotographer#boudoirphotography#boudoirstudio#beauty#fineartfriday#pnwphotographer… https://t.co/VddREfCyh7 
MMarquit, Fri Feb 05 20:20:59 +0000 2021, -114.143262, 45.494552, I mean, they just voted themselves more money so they can defend against the legislation they know will cost us mon… https://t.co/QTY1OPv2Bt 
bigbear5822, Fri Feb 05 20:21:10 +0000 2021, -122.923516, 47.064528, When you can't get legitimate cooperation you move on your own.Knowing President Biden position you offered nothin… https://t.co/Oc0KtWyjqw 
dacort, Fri Feb 05 20:21:11 +0000 2021, -122.330602, 47.614817, Unsure if getting skinnier...or leather belt is just stretching to accommodate pandemic pooch. 
CjgbVictoria, Fri Feb 05 20:21:26 +0000 2021, -123.358379, 48.426730, @NOYB2869 @SvenTystnad That's just above the temperature where the hairs inside your nostrils freeze for a split se… https://t.co/6MuqPIq76f 
Jrfreeman01, Fri Feb 05 20:21:38 +0000 2021, -122.330602, 47.614817, @KleinschmidtJD There may not be a comfortable at bat vs. LAD in any inning all season long. Relentless. 
